team_id,embedding
8,"[-0.0039629694, -0.066707194, -0.012284326, -0.052547313, 0.008180887, 0.015355353, 0.006555769, -0.0030298785, 0.040256202, -0.008009518, -0.020782473, -0.030527007, -0.049383607, 0.0016414648, 0.0030549855, -0.051366497, 0.0029715789, 0.040490966, 0.049383856, 0.019537725, 0.00033473712, 0.029637435, -0.013684783, -0.021621343, 0.020777874, -0.045392007, 0.02241849, -0.056892864, -0.050888743, 0.06410267, -0.060428675, 0.011357833, -0.038245298, 0.0070024007, 0.0004045985, -0.009162701, 0.03680392, 0.017557189, 0.02331253, 0.04572683, 0.025920039, 0.004238969, -0.0058282856, -0.022395203, 0.06673015, 0.018099984, 0.01602135, 0.03170014, 0.05028103, -0.048137132, 0.045413844, 0.019649146, 0.017240506, -0.025446817, 0.0076537495, -0.057065323, 0.054740414, -0.0119707575, -0.04149124, -0.019050436, 0.045018215, -0.019724755, -0.007454468, 0.043404542, -0.014715887, -0.020976067, 0.00055145967, 0.01996466, 0.03322103, 0.0042255875, 0.010475678, -0.048404057, 0.04605008, -0.0018406146, -0.03140496, -0.07494869, -0.036178287, 0.010866769, 0.011376244, 0.0105468, -0.0051295487, -0.065472774, -0.021587055, -0.0079436805, -0.07778464, 0.01411248, -0.06664859, 0.012986682, 0.010976527, 0.060391955, 0.00917626, 0.019636407, 0.039894264, -0.03997739, 0.018539784, 0.03778782, -0.0007228541, -0.006866616, 0.04694075, -0.018231133, 0.018406535, -0.079767704, 0.0038099042, -0.006306963, -0.003400209, 0.025985138, -0.04553198, 0.017992575, -0.016204339, 0.04853895, -0.05299894, -0.016490012, -0.05051732, 0.0021561955, 0.021304742, -0.015713492, 0.0066707567, 0.08278243, 0.08086733, 0.06308756, 0.0130718695, 0.010920018, 0.06211479, 0.028754786, 0.079998456, -0.0128715625, 0.00094723405, 0.04351255, 0.087553315, -0.015780047, -0.032572124, 0.008127592, 0.020134326, 0.037720807, 0.06045888, 0.010788193, 0.008864139, 0.0040337276, 0.036213797, 0.024532074, -0.0326894, 0.036516473, -0.027761292, 0.028884254, -0.046400182, 0.02382958, -0.011577858, -0.03340086, 0.018798722, -0.026767783, -0.02008385, -0.03224757, -0.058017187, 0.04002532, 0.056100063, 0.0085791685, 0.020888155, -0.005637, -0.0030453398, 0.018962877, 0.045248013, 0.0016820598, 0.035011843, 0.01980631, -0.057343278, 0.019382874, 0.0149284005, 0.01491436, 0.009529532, -0.0019935376, -0.0004117876, 0.060938846, -0.013197661, -0.043819595, -0.066048875, -0.09586392, -0.005279659, -0.020340921, 0.0069465367, -0.06839865, -0.046168108, -0.03883222, 0.002930037, 0.030868392, 0.022605473, 0.0005494171, -0.0077149, -0.019026577, -0.02967323, 0.0018917378, 0.014930305, -0.009668658, -0.040959224, -0.01880819, -0.015087911, 0.045408018, -0.012457949, 0.044039313, 0.054870985, -0.004481069, 0.006064023, 0.0964475, 0.016707912, 0.005202237, -0.031394493, 0.015327453, 0.0007255992, -0.06607483, 0.0065852436, 0.032129455, -0.07483061, -0.022693504, -0.025139943, -0.027618174, 0.027295912, -0.013153249, 0.00069474836, -0.012401471, 0.014334933, -0.054755002, -0.047753416, -0.0219101, 0.028792974, 0.0057475083, 0.053087797, 0.007488243, -0.039095066, -0.016929405, 0.008757477, -0.038127054, -0.036521696, 0.074805364, 0.020588467, -0.007842107, 0.09808929, -0.01172802, 0.030047862, 0.03097938, 0.047243908, 0.018225245, 0.0019672439, 0.06338732, 0.030457266, -0.056577, -0.04910299, 0.032490022, 0.007036071, -0.027054528, -0.020540915, 0.021863317, -0.045156583, -0.025864145, 0.023500722, 0.058648802, -0.08733316, 0.031436294, -0.031276703, 0.014849812, 0.0023254575, 0.007856768, 0.053762317, 0.022353027, -0.04193613, -0.06140184, -0.012764939, 0.0012419105, 0.045938622, 0.010275347, 0.0054182117, -0.029359376, -0.007077973, -0.005688028, 0.03949768, -0.010695063, -0.0009656046, -0.018912472, -0.033352826, 0.0323972, 0.006444274, -0.015521346, 0.026146468, 0.037808586, 0.06681878, -0.035814434, -0.015647454, 0.0043026274, -0.07107497, -0.028988063, -0.0099221915, -0.056888513, -0.05844953, -0.0019347124, -0.0307469, -0.02704464, -0.029440638, 0.065313466, 0.032601994, 0.073449135, 0.0003750628, -0.012111696, 0.0029668128, -0.047942605, 0.017807614, -0.0313484, 0.0049365545, 0.038251024, 0.04959687, -0.036942244, 0.041303843, -0.017461738, -0.027459124, -0.039014246, -0.024834482, -0.008064799, 0.051301878, 0.014737896, 0.029869739, 0.06055133, -0.018503424, 0.02451469, -0.014526375, 0.06821691, 0.066511765, 0.00737198, 0.01852825, 0.023908142, -0.02237061, 0.013145518, -0.025298659, -0.019524453, -0.036658432, -0.0050299903, -0.03874216, 0.021425858, -0.007644851, 0.0066418406, -0.057228833, -0.008420464, -0.02018319, 0.0097116595, 0.024910368, 0.0013703185, -0.080054685, -0.030231964, -0.008875839, -0.04169568, 0.019511327, -0.007994336, 0.034975022, 0.080760375, 0.011124291, 0.0847908, -0.027799163, -0.03020884, 0.058584962, -0.032733053, 0.04831963, 0.04236702, -0.0038775487, -0.009960814, -0.04376494, 0.06657878, -0.03105649, -0.04777844, -0.046392106, 0.013497159, 0.04334428, -0.036548503, -0.04775776, -0.013241472, 0.03944236, -0.022515094, 0.024745183, 0.0029258416, -0.009331907, -0.04919929, -0.04271624, -0.035166547, 0.031745818, 0.07902597, -0.023806661, -0.017220356, 0.03918261, 0.020675698, -0.011101437, -0.022598986, 0.09205433, -0.0024805453, 0.0004110831, 0.020498471, 0.04336868, 0.03823935, 0.082816705, -0.0014302016, 0.0027524242, -0.040962268, 0.0030408823, -0.036102638, 0.0044529308, 0.0101188375, -0.044157017, -0.02381518, -0.063505866, -0.019663064, 0.012725222, -0.009551973, -0.008258209, -0.00787476, -0.04421334, 0.010572334, -0.01839127, 0.057738293, 0.052368134, -0.024627447, -0.0862103, -0.034096144, 0.0555347, -0.009665323, 0.015106311, 0.030428544, -0.020539146, 0.02251659, 0.014960716, 0.00068687636, 0.03484205, -0.04044248, 0.03063967, -0.009540933, -0.0050981776, 0.039358627, 0.05401934, 0.049041335, -0.05152032, -0.012400911, 0.013513167, -0.0036695453, 0.020280305, 0.0019336526, -0.016264813, 0.011619988, 0.029519392, -0.059179533, -0.0049748262, 0.006299882, -0.05783014, -0.04052212, -0.023513436, -0.007687224, 0.03378349, -0.10907632, 0.0023045924, -0.048581075, 0.006249288, -0.071592025, -0.014540535, -0.03137469, -0.0021723886, 0.07139877, -0.025765559, 0.0025782862, 0.013268483, -0.038070727, -0.016682943, -0.069286495, 0.0076974877, -0.035193384, 0.015994476, -0.0040068016, -0.0041756653, -0.0035825649, -0.0036342232, -0.04670629, -0.02894886, -0.009797951, -0.01724313, -0.010432678, -0.022618813, -0.035194986, 0.016535455, -0.015911136, 0.051150452, -0.025449876, 0.040529992, 0.04275665, -0.00043408514, -0.014290431, -0.0124804815, -0.024043545, 0.012386153, 0.06592405, -0.006245895, -0.018518746, -0.019199135, 0.018530758, -0.016861686, 0.007873667, -0.024111588, -0.025838755, 0.09619615, 0.061137933, 0.010365222, 0.010051288, 0.024885345, -0.016050354, 0.020640412, -0.06135139, 0.009164289, 0.030292045, -0.030347671, -0.030001411, -0.005211128, -0.046316262, 0.018615529, 0.03949196, 0.055269655, -0.01284695, -0.02153846, 0.02939473, 0.049178798, -0.0066577294, 0.048364963, -0.04532722, -0.031201402, 0.009170434, 0.025448948, -0.031654686, 0.0019271666, 0.054774664, -0.006502192, 0.015772114, -0.008879897, 0.058645595, -0.0476455, -0.026035903, 0.010517688, -0.02150973, 0.012600794, 0.01780508, 0.07285066, 0.032291725, 0.012494238, -0.026676068, 0.009373143, -0.030051816, -0.005286922, -0.026457984, -0.009460054, -0.072265856, 0.074093975, 0.004339423, -0.00016410045, -0.009700768, -0.00037590755, 1.4828649e-05, 0.044193715, 0.0058381683, 0.0197259, 0.013958458, -0.0033979332, 0.016381435, -0.027337978, -0.04340807, 0.028620848, -0.013316867, 0.05729135, 0.09239567, -0.025796914, -0.010304226, 0.07202834, -0.04225121, -0.027117608, 0.033382043, 0.005817878, -0.022009281, 0.029405294, -0.007845364, 0.0038145042, 0.009769349, 0.021835074, 0.0016598501, 0.048567753, 0.020304877, 0.021756584, 0.032295737, -0.01899518, 0.011451671, 0.030181473, -0.00039119585, 0.055391077, -0.017364519, -0.022943255, 0.060824785, -0.024639392, 0.004513402, -0.039518796, 0.015078293, 0.05604157, -0.0040498767, -0.01851545, 0.02046555, 0.012394585, -0.080504194, 0.057519972, -0.040800966, -0.011530857, -0.03178098, -0.01089367, -0.033248406, 0.005750406, 0.020108119, 0.018586712, -0.049391024, 0.04234084, -0.085575216, -0.018747035, -0.07134201, 0.032329176, 0.045432433, -0.04509018, -0.042715997, -0.025427215, -0.014805893, 0.013613752, 0.021692082, 0.08350081, -0.026531639, 0.033263393, -0.056662355, 0.07075046, 0.035048403, 0.030061837, 0.04514901, -0.0041177077, 0.0091415625, -0.07126816, -0.0046318816, 0.028079623, -0.014278652, -0.029221058, -0.037303936, -0.05395812, -0.022202907, 0.07938962, -0.015886424, -0.072209254, 0.051699746, -0.018046696, -0.07835155, -0.0652836, 0.032459594, -0.047319002, -0.0028165071, -0.01727553, 0.03187616, 0.06520754, -0.015680451, -0.017459143, -0.014853481, 0.02200774, -0.020841802, -0.036269866, -0.013577088, -0.05456867, -0.021607364, 0.042135548, 0.030177785, -0.07308686, -0.09952247, -0.003911286, -0.007291444, -0.067433715, 0.048118114, 0.075918175, -0.011190519, -0.014010793, 0.05034762, -0.050894994, 0.08357132, -0.019582791, 0.0351138, 0.000450396, -0.038502153, -0.030319268, 0.048214648, -0.0046145264, 0.044237718, 0.010566423, -0.0049376693, -0.01626653, -0.009516587, 0.03635599, -0.030070538, -0.023240147, 0.02890841, 0.05765566, -0.0012330005, 0.0074876766, -0.00013520812, -0.0057172156, 0.09027317, -0.04290171, 0.024908835, -0.031825487, -0.015606785, 0.0037667037, -0.015435002, -0.006485373, 0.003115524, 0.010181621, 0.017785013, 0.018458629, 0.009227221, -0.023360139, -0.048854038, 0.012758754, -0.021182053, 0.010803256, 0.050170314, -0.015886037, 0.047608044, 0.013514919, 0.045019496, 0.02993195, -0.048622772, 0.0022759216, 0.049318936, 0.008795262, 0.021774923, -0.026524143, -0.038693216, 0.0771476, -0.03382461, -0.021153195, -0.00939221, -0.02286861, 0.014720588, 0.016718931, 0.0137657495, -0.030104069, -0.074961156, -0.066928275, -0.024613975, 0.0076686908, 0.010640002, -0.005607126, -0.031048955, 0.0060012066, -0.042177312, 0.0030468702, 0.0077015627, -0.04497362, -0.015206667, 0.008511369, 0.045804076, 0.002634312, -0.0343272, -0.019885378, -0.007110527, -0.012889723, -0.005992172, -0.0478195, 0.041302357, 0.026495846, 0.03789378, 0.009111759, 0.011321541, 0.0012031134, 0.038603716]"
36,"[0.0041046096, -0.035588313, -0.011907408, -0.045200605, 0.017208014, 0.046579633, -0.020615844, -0.034426488, 0.018052498, 0.01832334, -0.005027059, -0.05306964, -0.005531625, 0.0046620336, 0.010342338, -0.043741412, 0.00806807, 0.040449657, -0.0238305, -0.03661255, -0.0038951002, 0.061240498, 0.014811067, 0.022557857, -0.0012564436, -0.017834872, -0.0059348447, -0.03734958, -0.054058135, 0.077102266, -0.064676836, -0.014115826, -0.035798673, 0.031366378, -0.014053827, -0.042680226, 0.008460668, -0.0061774175, -0.0058330656, 0.05260432, 0.018974276, 0.00022913273, 0.022932038, -0.035808496, 0.050048314, 0.01263092, -0.01700991, 0.01950851, 0.04102552, -0.018463587, 0.047329973, 0.026207665, -0.014706241, -0.039304, 0.03991763, -0.030133119, 0.05807767, -0.0083051985, -0.095211625, -0.029116614, 0.037001077, 0.024788942, 0.02807524, 0.07843117, -0.010295439, -0.04181483, -0.028075892, 0.019231338, 0.006333428, -0.007788338, 0.029997254, -0.051892105, 0.046716474, -0.011378342, -0.043614846, -0.100534864, -0.026640134, 0.022784658, -0.034773, 0.073449545, -0.004923555, -0.03372227, -0.014356566, -0.051312335, -0.08821747, -0.01311361, -0.008179346, 0.017499942, 0.04516171, 0.027083116, -0.026975527, 0.07111, -0.011449859, -0.020670965, -0.02430501, 0.043067522, -0.006056188, 0.009239723, 0.023338081, -0.0032897948, -0.023093931, -0.05135236, 0.020126993, -0.018750547, 0.015090822, 0.010724854, -0.01618437, 0.0143085, -0.040477764, 0.0075688767, -0.071419045, 0.029935285, 0.01357892, -0.0025944002, 0.011828797, 0.0072598243, 0.002900463, 0.070984066, 0.060509004, 0.06742778, 0.0009943967, -0.009672634, 0.059560712, 0.055657536, 0.08656474, -0.023159947, 0.021065693, 0.019027459, 0.084926516, 0.035042956, -0.022169752, -0.027177757, 0.01344087, 0.06105056, 0.050612405, 0.057950366, 0.025466448, -0.01741087, 0.04100015, 0.0036060063, 0.049252573, -0.0038482458, -0.011158041, 0.016941043, -0.026235908, 0.01738804, -0.06922235, -0.03648015, 0.0494679, 0.011054738, 0.019956572, -0.028098376, -0.039168034, -0.028336976, 0.048490047, 0.011004327, -0.020246798, -0.017430974, -0.0047123027, 0.024098668, 0.03804184, -0.01438091, 0.054081414, 0.027890531, -0.020470489, 0.01826238, 0.016781714, -0.0030370455, -0.01148713, 0.027187154, -0.0033476313, 0.02315006, 0.0052321, -0.031725094, -0.04809559, -0.07809019, -0.010575936, -0.035811577, -0.020375958, -0.034424905, 0.017962819, -0.016704934, 0.017520603, 0.034296803, 0.04596102, -0.008962777, 0.022982351, 0.017224139, -0.02553194, 0.012042071, -0.01679097, 0.036388814, -0.007924812, -0.071908094, -0.00323806, 0.04952045, -0.024040397, 0.02485032, -0.015560968, -0.032878384, 0.005325573, 0.09186861, 0.019656537, -0.023186676, -0.022043053, -0.0015395428, 0.03335555, -0.05798148, 0.0012302172, 0.006643753, -0.06449762, -0.005261116, 0.00464189, -0.0025470848, 0.03439311, -0.033768717, 0.009703746, -0.043379173, 0.005686886, 0.00600465, -0.020359697, 0.012323214, -0.008156986, 0.0057472857, 0.045861587, 0.0014474029, -0.055965547, -0.04237653, 0.028582439, -0.041522108, 0.004305757, 0.079512924, -0.0013670077, -0.021273978, 0.06847703, -0.033762094, 0.011536258, 0.0012219558, 0.0066815442, 0.030948054, 0.005679775, 0.062105898, 0.04226375, -0.046686035, -0.076441854, 0.026870709, 0.047974523, 0.016729798, -0.008820866, 0.057781585, -0.004418995, -0.03349681, 0.012359514, 0.040523093, -0.05447416, 0.027680742, -0.02349201, -0.052661013, -0.037204895, 0.032470398, 0.025685463, 0.01143479, -0.041744724, -0.029232536, -0.045130674, 0.0028036328, -0.0054861507, -0.008227972, -0.03235215, -0.019369038, 0.0322878, -0.03460287, 0.038140334, -0.0028136184, -0.030745609, 0.0027723687, -0.013214737, 0.024359357, 0.05890252, -0.012112261, 0.019692613, 0.030730402, 0.0368227, -0.0475902, -0.020788644, -0.016770087, -0.06277704, 0.015418572, 0.040784672, -0.013013197, -0.047585126, -0.035797585, -0.040588826, -0.0038386022, -0.06999173, 0.07718036, -0.021638405, 0.09466014, -0.011628052, -0.001921179, -0.005668941, -0.027440522, -0.021883227, -0.05683868, -0.032538317, 0.0372908, 0.027929334, -0.019757822, 0.041180495, -0.011441477, 0.010618635, -0.027788516, 0.003726407, 0.003776445, 0.03064178, 0.009950156, -0.0075775455, 0.020827381, -0.015066916, -0.020224467, 0.024611095, 0.061067685, 0.05137291, -0.027350867, 0.021555742, 0.020720124, -0.015239366, 0.013657468, -0.010486671, 0.0053148232, -0.08507087, -0.0038527795, 0.0019267079, 0.041411545, 0.0031454037, 0.04594922, -0.0481071, 0.018009244, -0.06269368, 0.03986215, 0.005832366, -0.013979101, -0.07843081, 0.0038132295, 0.036007237, 0.0013867978, 0.016740745, 0.0031006432, 0.05555875, 0.054185454, -0.012785557, 0.10013656, -0.060172122, 0.004868566, 0.029759323, -0.04220291, 0.06819914, -0.018944236, -0.027371773, 0.01620423, -0.06478227, 0.027089795, -0.031475656, -0.029841173, -0.0075334636, -0.0041894363, 0.03299232, -0.023034034, -0.046685696, 0.008379363, 0.021428484, -0.019247634, 0.030533588, -0.020568805, 0.029901927, -0.05659376, -0.07302182, -0.023732372, 0.0058419215, 0.02498417, -0.02255279, 0.009112957, 0.055303235, 0.026570452, -0.0022270046, 0.0170535, 0.056145705, 0.047042247, -0.022094082, 0.009253475, 0.05044788, 0.03190953, 0.038671516, 0.03659031, 0.013978002, -0.028388776, -0.007019498, -0.017809236, 0.034883466, -0.0049943808, -0.030206447, 0.0043498315, -0.01867213, -0.0014126456, -0.048631135, -0.02821168, 0.008147895, 0.0044798367, 0.005746033, 0.014191354, 0.0203127, 0.023533633, 0.03175049, -0.032070685, -0.052103113, -0.033679605, 0.080555215, -0.0241911, -0.050649386, 0.045744136, -0.013278369, -0.0073072314, -0.04120515, 0.012637607, -0.016194174, 0.03403411, 0.008990627, -0.036111973, -0.023152975, 0.026210269, 0.014344361, 0.051078342, -0.014208751, -0.022840252, -0.0076045194, -0.03437287, 0.031412043, 0.045704264, -0.0045391433, 0.04899114, 0.020202653, -0.048450623, 0.0012729049, -0.01496162, -0.067035146, -0.06491553, -0.0075526773, 0.011530057, -0.011971149, -0.080266826, -0.009594505, -0.037478115, 0.02459911, -0.073461965, -0.062293433, -0.10945028, -0.0037948394, 0.065662675, -0.030149113, -0.06415176, -0.025601361, -0.04666043, 0.003410608, -0.100105755, 0.014063817, -0.020074002, -0.03310977, -0.030444426, 0.02514908, 0.01812418, -0.009075518, -0.043894075, 0.005725818, 0.036433257, -0.028068935, -0.0028513041, -0.061442878, -0.08584864, 0.0072534275, -0.018395951, 0.012920292, -0.025431832, 0.050323468, 0.042664118, 0.0075382185, 0.018521365, -0.01626185, -0.04035831, 0.0029808087, 0.02188301, 0.004677581, -0.014466428, -0.019485826, 0.011221593, -0.011728938, 0.020356618, -0.010203076, -0.027211925, 0.051281232, 0.017619325, -0.0038644625, -0.007419864, 0.011044182, 0.012114112, 0.020484064, -0.09064076, 0.00720477, 0.046379652, 0.019703574, -0.023036435, 0.050869618, -0.037255533, 0.0042001177, 0.051817898, 0.020816304, -0.00071224757, -0.044011757, 0.029534193, 0.039912775, -0.021535745, 0.05094192, -0.0034858487, -0.05762967, 0.022080945, -0.008090473, -0.037822243, 0.03574547, 0.065892704, -0.028355867, 0.035202008, -0.0012886666, 0.034505405, -0.03645528, -0.06484071, 0.02607494, -0.03001646, 0.034547377, 0.025506226, 0.054296974, -0.010014414, 0.017627465, -0.025033126, 0.0011917957, -0.032811522, 0.014523636, -0.046746217, 0.021378912, -0.049376387, 0.036074486, 0.02792663, 0.0009315864, 0.013616132, 0.005023105, -0.027322348, 0.08353096, 0.004743309, -0.019695325, -0.0005237721, -0.0039269566, 0.011322157, -0.037694976, -0.03432384, 0.0051404526, 0.042780742, 0.064183265, 0.08497131, -0.032433283, -0.046850618, 0.06772192, 0.007868214, -0.021491716, 0.009770669, 0.017856684, 0.022435632, 0.03980221, 2.5667587e-05, -0.06374999, 0.015483878, 0.0048676785, -0.01434403, 0.050647162, 0.027310196, 0.026300814, 0.009333261, -0.029447807, 0.037131526, 0.016681615, -0.0038301058, 0.034437247, -0.0050997073, -0.05374893, 0.020674733, -0.06012488, 0.025663132, 0.02185006, 0.01909658, 0.010811457, -0.022986677, -0.007887852, -0.012765794, 0.055399105, -0.08936425, 0.053028032, -0.017312378, -0.012671982, -0.03799491, -0.05180225, -0.020919982, -0.02336453, 0.026873453, -0.014601901, -0.0010355397, 0.042218264, -0.06827912, -0.03891194, -0.047002114, 0.026188742, 0.04604695, -0.015617779, -0.07525611, -0.05071798, -0.019656131, -0.011708799, 0.0015798736, 0.055765092, -0.0060390253, 0.009578519, -0.038715318, 0.027825953, 0.033927932, 0.027258411, 0.07825671, 0.02905565, 0.04420309, -0.007944195, 0.00036563125, -0.005785115, 0.023492794, -0.05455333, -0.04486505, -0.07398875, 0.008399411, 0.07360681, -0.015597995, -0.021260867, 0.040773556, -0.015961304, -0.04715172, -0.08821473, 0.03402166, -0.031965517, 0.0075209187, -0.011342222, 0.038094275, 0.04093641, -0.044030726, -0.01643691, -0.07848304, -0.019587439, -0.0211804, 0.0008732964, -0.031458206, -0.048041597, 0.03346716, 0.049311634, -0.03573759, -0.02054031, -0.09081714, -0.02724204, -0.02384276, -0.056336656, 0.029414583, 0.036337655, -0.042154506, 0.041087378, -0.017016454, -0.0616064, 0.05004186, -0.044601705, 0.029725792, -0.0047850367, -0.037047848, -0.021526879, 0.019924207, -0.009479337, 0.016130516, 0.0248173, -0.030031035, -0.0036048556, -0.009145323, 0.04566259, -0.014159845, -0.042894773, 0.05930183, 0.06460201, 0.006612023, 0.024231488, 0.0023684483, -0.02661141, 0.05394948, -0.016619453, -0.004193295, 0.0025044752, 0.0010438275, 0.0068340204, -0.0073870244, 0.022525098, -0.0058561373, -0.021101356, 0.011139444, 0.0026712252, -0.00095531443, -0.05978902, 0.02046595, 0.0071267295, -0.03118728, 0.0069516203, 0.009019421, -0.04230934, 0.0997508, -0.0008547809, 0.04615527, 0.026667733, -0.05868192, 0.012984159, 0.07133822, -0.066552036, 0.028950043, -0.04269898, -0.005178084, 0.070170626, -0.05024376, -0.003415519, 0.020717714, -0.0149403475, 0.039213493, 0.02258657, -0.014964167, -0.012905259, -0.062026653, -0.070031375, -0.005838945, -0.026164055, -0.010775347, 0.010676486, -0.038744677, 0.015782952, -0.03908046, 0.0010535071, -0.012748874, -0.04134219, -0.0073496024, 0.013405407, 0.04136214, 0.01173776, -0.05211377, -0.02217675, -0.009736512, -0.008604299, 0.031205451, -0.029431812, 0.054944284, 0.00022509269, 0.040160194, -0.011387332, 0.013037531, 0.006248662, 0.032971412]"
